,end,start,text,season,episode,norm_text
478,1222.553,1218.484,"Yo, yo, Santa's Little Helper
is in da house!",26,04,yo yo santas little helper is in da house
479,1224.555,1222.555,(howls),26,04,howls
480,1229.06,1227.226,(fierce grunt),26,04,fierce grunt
481,1232.396,1230.162,âª,26,04,
482,1237.268,1235.667,Mmm!,26,04,mmm
483,1240.037,1238.503,(squeaky gibberish),26,04,squeaky gibberish
484,1242.073,1240.039,"(high-pitched):
D'oh!",26,04,highpitched doh
485,1249.013,1247.012,"Okay, hold still.",26,04,okay hold still
486,1251.349,1249.015,"This is the last
picture on the roll.",26,04,this is the last picture on the roll
487,1253.217,1251.351,"Isn't it about time
you went digital?",26,04,isnt it about time you went digital
488,1255.052,1253.219,"Watch your mouth,
you little smart-ass.",26,04,watch your mouth you little smartass
489,1256.587,1255.054,"ORIGINAL LISA:
Yeah, Bart.",26,04,original lisa yeah bart
490,1258.522,1256.589,Nothing's gonna ruin this one.,26,04,nothings gonna ruin this one
491,1259.357,1258.524,(timer ticking),26,04,timer ticking
492,1262.059,1259.359,"Here we go.
Here we go.",26,04,here we go here we go
493,1264.262,1262.061,Here we go.,26,04,here we go
494,1265.529,1264.264,(gulping),26,04,gulping
495,1268.666,1265.531,"(flash pops, camera whirs)
HOMER: <i>D'oh!</i>",26,04,flash pops camera whirs homer idohi
496,1280.444,1275.54,"Captioned by
<font color=""#00ffff"">Media Access Group at WGBH</font>
<font color=""#00ffff"">access.wgbh.org</font>",26,04,captioned by font color00ffffmedia access group at wgbhfont font color00ffffaccesswgbhorgfont
497,1312.376,1308.607,(screams),26,04,screams
498,1319.549,1313.305,"Stop terrorism! Boycott the source.
Join HumanGuardians.com. Itâs free.",26,04,stop terrorism boycott the source join humanguardianscom its free
0,12.074,6.0,"Advertise your product or brand here
contact www.OpenSubtitles.org today",26,05,advertise your product or brand here contact wwwopensubtitlesorg today
1,26.191,23.79,"HOMER (laughs):
Whoo! Pork chops with gravy!",26,05,homer laughs whoo pork chops with gravy
2,29.795,26.193,"Wait. But today's
not Pork Chop Tuesday.",26,05,wait but todays not pork chop tuesday
3,31.864,29.797,Or Gravy Thursday!,26,05,or gravy thursday
4,33.365,31.866,"I also set up
some mirrors",26,05,i also set up some mirrors
5,35.968,33.367,"so you could watch
hockey fights while you eat.",26,05,so you could watch hockey fights while you eat
6,38.037,35.97,Whoo-hoo!,26,05,whoohoo
7,43.342,39.339,"Oh, I love
Canadian-on-Canadian violence.",26,05,oh i love canadianoncanadian violence
8,45.144,43.344,"Oh, baby, this
is so great!",26,05,oh baby this is so great
9,46.311,45.146,Thank you so much.,26,05,thank you so much
10,49.048,46.313,I'm just happy <i>you're</i> happy.,26,05,im just happy iyourei happy
11,53.185,50.316,"Wait a minute, that's not
something people really feel.",26,05,wait a minute thats not something people really feel
12,55.054,53.187,What's going on?,26,05,whats going on
13,57.156,55.056,"Well, I do have a favor.",26,05,well i do have a favor
14,59.491,57.158,"Patty and Selma came home
early from their vacation,",26,05,patty and selma came home early from their vacation
15,62.194,59.493,"but the cleaners
still haven't gotten
all the black mold",26,05,but the cleaners still havent gotten all the black mold
16,63.962,62.196,out of their apartment.,26,05,out of their apartment
17,66.031,64.998,(deep roar),26,05,deep roar
18,67.9,66.033,So they need a place to stay.,26,05,so they need a place to stay
19,69.068,67.902,Here.,26,05,here
20,72.004,70.036,"(shrieks)
Paris was a bust.",26,05,shrieks paris was a bust
21,74.073,72.006,"They wouldn't even let
us see the <i>Mona Lisa.</i>",26,05,they wouldnt even let us see the imona lisai
22,76.341,74.075,"They kept yelling,
<i>""La Joconde!</i>",26,05,they kept yelling ila jocondei
23,78.377,76.343,"Her smile will die!""",26,05,her smile will die
24,79.845,78.379,"No, Marge, no!",26,05,no marge no
25,81.68,79.847,"You can't invite
a couple of Riddlers",26,05,you cant invite a couple of riddlers
26,83.348,81.682,to stay in the Bat Cave!,26,05,to stay in the bat cave
27,86.018,83.35,"You ate the food
<i>and</i> looked in the mirrors.",26,05,you ate the food iandi looked in the mirrors
28,87.553,86.02,They're staying!,26,05,theyre staying
29,90.589,87.555,(gruff chuckling),26,05,gruff chuckling
30,92.691,90.591,"(inhaling, exhaling loudly)",26,05,inhaling exhaling loudly
31,95.227,92.693,(Bart and Lisa coughing),26,05,bart and lisa coughing
32,96.228,95.229,Hmm.,26,05,hmm
33,97.529,96.23,"Oh, honey,",26,05,oh honey
34,99.865,97.531,"one teensy problem
with this plan.",26,05,one teensy problem with this plan
35,101.4,99.867,I'm a teensy bit concerned,26,05,im a teensy bit concerned
36,103.702,101.402,"about them smoking
around the children.",26,05,about them smoking around the children
37,106.538,103.704,"You know, their lungs
are so <i>teensy.</i>",26,05,you know their lungs are so iteensyi
38,108.073,106.54,Mwah! Mwah!,26,05,mwah mwah
39,110.109,108.075,Hmm. He has a point.,26,05,hmm he has a point
40,112.377,110.111,"No, no. No, no, we
don't have to smoke.",26,05,no no no no we dont have to smoke
41,115.047,112.379,"We can stop whenever
we want. See?",26,05,we can stop whenever we want see
42,116.381,115.049,(hissing),26,05,hissing
43,118.383,116.383,(both grunt),26,05,both grunt
44,119.918,118.385,"Okay, how about this--",26,05,okay how about this
45,122.054,119.92,"if you catch us
smoking in the house,",26,05,if you catch us smoking in the house
46,125.257,122.056,"even one time, you can
throw us out on the street.",26,05,even one time you can throw us out on the street
47,128.76,125.259,"You know what?
I trust them not to smoke.",26,05,you know what i trust them not to smoke
48,132.197,128.762,"And if you trust them,
I trust them, too.",26,05,and if you trust them i trust them too
49,135.734,133.733,(devious chuckling),26,05,devious chuckling
50,137.069,135.736,Safety first!,26,05,safety first
51,139.571,137.071,"Screw this.
We'll just go outside.",26,05,screw this well just go outside
52,142.007,139.573,"Nature is
God's ashtray.",26,05,nature is gods ashtray
53,144.476,142.942,(grunting),26,05,grunting
54,146.345,144.478,(thunder crashes),26,05,thunder crashes
55,148.747,147.313,"Bad news, bears.",26,05,bad news bears
56,151.583,148.749,"Forecast calls for
nothing but rain.",26,05,forecast calls for nothing but rain
57,153.418,151.585,(both groaning),26,05,both groaning
58,155.587,153.42,(grunting),26,05,grunting
59,157.422,155.589,(glass shatters),26,05,glass shatters
60,159.491,157.424,(humming),26,05,humming
61,166.598,164.164,"Here we go.
Problem solved.",26,05,here we go problem solved
62,168.534,166.6,Electric cigarettes.,26,05,electric cigarettes
63,171.17,169.769,(loud inhaling),26,05,loud inhaling
64,175.34,172.605,Choke on our harmless fumes.,26,05,choke on our harmless fumes
65,177.976,176.943,Hmm?,26,05,hmm
66,179.444,177.978,"Well, if you
fall asleep with them,",26,05,well if you fall asleep with them
67,181.28,179.446,will you even burn to death?,26,05,will you even burn to death
68,183.315,181.282,"BOTH:
Uh-uh.
Oh.",26,05,both uhuh oh
69,185.918,183.317,"(loud, rapid
inhaling and exhaling)",26,05,loud rapid inhaling and exhaling
70,188.62,186.953,They call these cigarettes?,26,05,they call these cigarettes
71,191.123,188.622,"They don't stain my fingers,
my hair smells like hair,",26,05,they dont stain my fingers my hair smells like hair
72,193.659,191.125,"and what do I stub out
in my scrambled eggs?",26,05,and what do i stub out in my scrambled eggs
73,196.528,193.661,"Sure, it's got the nicotine,
but where's the tar?",26,05,sure its got the nicotine but wheres the tar
74,198.363,196.53,"Where's the stab
from every breath",26,05,wheres the stab from every breath
75,200.365,198.365,that reminds me I'm alive?,26,05,that reminds me im alive
76,204.97,202.368,"No smoke detector!
Let's roll!",26,05,no smoke detector lets roll
77,207.706,204.972,(both grunting),26,05,both grunting
78,215.48,213.313,"Wait, wait.",26,05,wait wait
79,218.55,215.482,"Turn on the faucet so
no one'll get suspicious.",26,05,turn on the faucet so no onell get suspicious
80,223.555,221.988,(explosion),26,05,explosion
81,226.158,223.557,(smoke detectors beeping),26,05,smoke detectors beeping
82,228.36,226.16,Aha! I gotcha!,26,05,aha i gotcha
83,230.662,228.362,"(beeping stops)
You can't resist
smoking in the house",26,05,beeping stops you cant resist smoking in the house
84,233.165,230.664,"any more than I can resist
drinking in the car.",26,05,any more than i can resist drinking in the car
85,234.733,233.167,"What happened?
I don't know.",26,05,what happened i dont know
86,236.735,234.735,The water caught on fire.,26,05,the water caught on fire
87,238.403,236.737,(gasps),26,05,gasps
88,240.906,238.405,"And now I banish you
from paradise.",26,05,and now i banish you from paradise
89,242.908,240.908,"I'm glad I never
bothered to learn",26,05,im glad i never bothered to learn
90,244.91,242.91,which one of you is which.,26,05,which one of you is which
91,247.512,244.912,"Please, show some compassion
for two good people",26,05,please show some compassion for two good people
92,250.349,247.514,who just can't stop smoking.,26,05,who just cant stop smoking
93,251.85,250.351,Hmm... hmm.,26,05,hmm hmm
94,254.586,251.852,I know just the place.,26,05,i know just the place
95,255.854,254.588,(tires screech),26,05,tires screech
96,257.522,255.856,(coughing),26,05,coughing
97,259.758,257.524,(both sniffing),26,05,both sniffing
98,261.76,259.76,"Oh!
(shudders)",26,05,oh shudders
99,263.862,261.762,Tobacco!,26,05,tobacco
100,266.265,263.864,(both chuckling excitedly),26,05,both chuckling excitedly
101,268.567,266.267,"(loud inhaling, exhaling)",26,05,loud inhaling exhaling
102,270.569,268.569,Who needs Paris?,26,05,who needs paris
103,273.205,270.571,"This is <i>our</i>
<i>City of Lights!</i>",26,05,this is iouri icity of lightsi
104,275.641,273.207,âª,26,05,
105,282.214,279.946,Flaming tap water.,26,05,flaming tap water
106,284.95,282.216,"I saw something about that
in a documentary.",26,05,i saw something about that in a documentary
107,289.421,284.952,Sad. Sad. Sad. Sad. Sad. Sad.,26,05,sad sad sad sad sad sad
108,291.223,289.423,Sad. Sad. Sad.,26,05,sad sad sad
109,292.224,291.225,Cute.,26,05,cute
110,293.792,292.226,"(gasps)
This one!",26,05,gasps this one
111,295.394,293.794,"MALE NARRATOR:
<i>In this rural community,</i>",26,05,male narrator iin this rural communityi
112,296.795,295.396,"<i>hydraulic fracturing,</i>
<i>or fracking,</i>",26,05,ihydraulic fracturingi ior frackingi
113,298.563,296.797,<i>was greeted as a windfall.</i>,26,05,iwas greeted as a windfalli
114,300.599,298.565,(crowd cheering),26,05,crowd cheering
115,302.1,300.601,By pumping high-pressure liquid,26,05,by pumping highpressure liquid
116,303.635,302.102,"<i>into underground</i>
<i>shale deposits,</i>",26,05,iinto undergroundi ishale depositsi
117,305.57,303.637,"<i>fracking releases natural gas,</i>",26,05,ifracking releases natural gasi
118,308.473,305.572,"<i>but can lead to devastating</i>
<i>environmental consequences.</i>",26,05,ibut can lead to devastatingi ienvironmental consequencesi
119,310.809,309.609,(whooshes),26,05,whooshes
120,312.277,310.811,"Yep, used to be",26,05,yep used to be
121,314.579,312.279,"you could try
burning your water all day",26,05,you could try burning your water all day
122,315.981,314.581,and nothing would happen.,26,05,and nothing would happen
123,317.449,315.983,"Henry,
did you remember",26,05,henry did you remember
124,319.418,317.451,"to turn off
the Slip 'N Slide?",26,05,to turn off the slip n slide
125,320.752,319.42,(children laughing),26,05,children laughing
126,323.121,320.754,"(explosion, screaming)",26,05,explosion screaming
127,325.924,323.123,"Well, I... reckon not.",26,05,well i reckon not
128,328.427,325.926,"I think someone is fracking
under our neighborhood.",26,05,i think someone is fracking under our neighborhood
129,330.329,328.429,And I know who.,26,05,and i know who
130,332.931,330.331,"It's <i>you,</i> Mr. Texan.
Oil wasn't enough--",26,05,its iyoui mr texan oil wasnt enough
131,335.934,332.933,"now you're going after
our natural gas.",26,05,now youre going after our natural gas
132,339.604,335.936,"Aw, now, ain't nothing
natural about gas.",26,05,aw now aint nothing natural about gas
133,342.941,339.606,"If you can't dance in it,
I ain't drilling for it.",26,05,if you cant dance in it i aint drilling for it
134,345.11,342.943,"I don't do this
for the money,",26,05,i dont do this for the money
135,346.511,345.112,it's the dancing.,26,05,its the dancing
136,349.514,346.513,"It's <i>always</i> been
the dancing.",26,05,its ialwaysi been the dancing
137,354.052,350.483,(whooping and laughing),26,05,whooping and laughing
138,359.124,356.789,"(both sigh)
All right!",26,05,both sigh all right
139,361.026,359.126,"BART:
<i>Oh, man.</i>",26,05,bart ioh mani
140,363.195,361.028,"He made us watch him dance
for three hours,",26,05,he made us watch him dance for three hours
141,364.963,363.197,"and he really
only has one move.",26,05,and he really only has one move
142,367.132,364.965,"If someone was fracking
in our neighborhood,",26,05,if someone was fracking in our neighborhood
143,368.834,367.134,wouldn't we know it?,26,05,wouldnt we know it
144,371.636,368.836,"Maybe a satellite picture
will give us a clue.",26,05,maybe a satellite picture will give us a clue
145,374.506,371.638,"Hmm, this is clearly
a fracking site.",26,05,hmm this is clearly a fracking site
146,376.808,374.508,"How are they
keeping people away?",26,05,how are they keeping people away
147,379.044,376.81,(wind whistling),26,05,wind whistling
148,380.846,379.046,"Aw, it's a terrific sport...",26,05,aw its a terrific sport
149,382.381,380.848,Shh!,26,05,shh
150,387.819,384.817,"This whole building
is just a facade",26,05,this whole building is just a facade
151,390.222,387.821,for a drilling operation.,26,05,for a drilling operation
152,392.991,391.157,Indeed it is.,26,05,indeed it is
153,396.328,392.993,"Evergreen Terrace is built
atop a massive shale deposit.",26,05,evergreen terrace is built atop a massive shale deposit
154,399.331,396.33,"Think of it--
all that poor natural gas",26,05,think of it all that poor natural gas
155,402.2,399.333,"trapped underneath
your shanties and lean-tos.",26,05,trapped underneath your shanties and leantos
156,404.836,402.202,"Smithers, give
these two brats
what they deserve",26,05,smithers give these two brats what they deserve
157,407.072,404.838,"for sticking their noses
in my business.",26,05,for sticking their noses in my business
158,409.408,407.074,(both groan),26,05,both groan
159,411.009,409.41,(groans),26,05,groans
160,413.044,411.011,"Stopping Mr. Burns
may be beyond the power",26,05,stopping mr burns may be beyond the power
161,416.381,413.046,"of an eight-year-old girl
with a book report due
on   <i>Beezus and Ramona,</i>",26,05,of an eightyearold girl with a book report due on ibeezus and ramonai
162,418.683,416.383,"but I know someone
who can help:",26,05,but i know someone who can help
163,421.92,418.685,"<i>the first female</i>
<i>Speaker of the State Assembly,</i>",26,05,ithe first femalei ispeaker of the state assemblyi
164,423.922,421.922,"<i>a politician</i>
<i>who would never ignore</i>",26,05,ia politiciani iwho would never ignorei
165,425.857,423.924,"<i>a fellow environmentalist</i>
<i>in need,</i>",26,05,ia fellow environmentalisti iin needi
166,428.927,425.859,"<i>my hero, Maxine Lombard.</i>",26,05,imy hero maxine lombardi
167,431.63,429.862,(gasps),26,05,gasps
168,436.435,432.698,"Charge the electric limo--
we're going to Springfield.",26,05,charge the electric limo were going to springfield
169,437.702,436.437,"What about your
cool-down period?",26,05,what about your cooldown period
170,439.604,437.704,What about it?!,26,05,what about it
171,444.142,441.574,Lisa! Motorcade!,26,05,lisa motorcade
172,446.878,445.378,Assemblywoman Lombard!,26,05,assemblywoman lombard
173,448.38,446.88,You got my e-mails!,26,05,you got my emails
174,450.715,448.382,"I'll go anywhere, anytime,",26,05,ill go anywhere anytime
175,453.418,450.717,"to defend our precious
Bay Area values.",26,05,to defend our precious bay area values
176,455.454,453.42,"(gasps)
Terrible!",26,05,gasps terrible
177,457.456,455.456,Just shocking.,26,05,just shocking
178,460.459,457.458,"D-Does anybody have a baby
we can hold near the flames?",26,05,ddoes anybody have a baby we can hold near the flames
179,462.06,460.461,I guess <i>I</i> do.,26,05,i guess iii do
180,463.395,462.062,(sighs),26,05,sighs
181,465.43,463.397,"I'm gonna hit
this Mr. Burns",26,05,im gonna hit this mr burns
182,467.732,465.432,"with a politician's
most powerful weapon:",26,05,with a politicians most powerful weapon
183,471.069,467.734,"an invitation
to a committee hearing.",26,05,an invitation to a committee hearing
184,474.739,471.071,"Mr. Burns, do you admit
that you illegally pump",26,05,mr burns do you admit that you illegally pump
185,477.075,474.741,"toxic chemicals
into the groundwater",26,05,toxic chemicals into the groundwater
186,479.244,477.077,below Evergreen Terrace?,26,05,below evergreen terrace
187,480.812,479.246,(indistinct whispering),26,05,indistinct whispering
188,482.747,480.814,I... don't recall.,26,05,i dont recall
189,484.115,482.749,Mr. Burns!,26,05,mr burns
190,486.651,484.117,"Have you no regard
for the life and health",26,05,have you no regard for the life and health
191,488.653,486.653,of your fellow human beings?,26,05,of your fellow human beings
192,490.288,488.655,(indistinct whispering),26,05,indistinct whispering
193,492.123,490.29,I... don't recall.,26,05,i dont recall
194,493.959,492.125,"You can't drill
underneath people's homes",26,05,you cant drill underneath peoples homes
195,495.494,493.961,without their permission.,26,05,without their permission
196,497.629,495.496,"As chairwoman
of this Committee on Energy,",26,05,as chairwoman of this committee on energy
197,500.265,497.631,"Natural Resources
and Blimp Safety,",26,05,natural resources and blimp safety
198,504.102,500.267,"your fracking operation
is hereby shut down.",26,05,your fracking operation is hereby shut down
199,505.77,504.104,(groans),26,05,groans
200,507.305,505.772,I demand to see that,26,05,i demand to see that
201,511.176,507.307,"capitalism-castrating
suffragette this instant!",26,05,capitalismcastrating suffragette this instant
202,512.811,511.178,You haven't bested me.,26,05,you havent bested me
203,515.614,512.813,"I will find a way to
shatter that shale.",26,05,i will find a way to shatter that shale
204,517.682,515.616,"What makes men like you
think you can do",26,05,what makes men like you think you can do
205,519.117,517.684,whatever you want to our planet?,26,05,whatever you want to our planet
206,521.119,519.119,"Maybe the planet
wants a strong man",26,05,maybe the planet wants a strong man
207,523.522,521.121,"to take her by the hand
and lead her.",26,05,to take her by the hand and lead her
208,525.357,523.524,"You don't know
what the planet wants.",26,05,you dont know what the planet wants
209,527.292,525.359,"Oh, and I
suppose you do?",26,05,oh and i suppose you do
210,529.995,527.294,"The planet wants to be
protected and nourished",26,05,the planet wants to be protected and nourished
211,531.863,529.997,and maybe even...,26,05,and maybe even
212,533.632,531.865,Kissed.,26,05,kissed
213,535.367,533.634,(both moan),26,05,both moan
214,536.535,535.369,Mwah!,26,05,mwah
215,539.037,536.537,âª,26,05,
216,544.476,541.541,"Wait a minute, I'm not
having a stroke, am I?",26,05,wait a minute im not having a stroke am i
217,546.044,544.478,No. Am I?,26,05,no am i
218,547.679,546.046,I don't think so.,26,05,i dont think so
219,549.047,547.681,"Oh, good.",26,05,oh good
220,551.55,549.049,âª,26,05,
221,563.194,561.994,(both gasp),26,05,both gasp
222,564.663,563.196,"You!
Me?",26,05,you me
223,566.264,564.665,(shudders),26,05,shudders
224,572.504,569.702,"This was all a mistake--
an impulsive...",26,05,this was all a mistake an impulsive
225,574.406,572.506,"Reckless...
knee-buckling...",26,05,reckless kneebuckling
226,577.576,574.408,"spat-snapping...
Spanx-shredding mistake.",26,05,spatsnapping spanxshredding mistake
227,579.578,577.578,"(sighs):
Oh, it was great.",26,05,sighs oh it was great
228,581.58,579.58,"(chuckles): Best
I've ever had.",26,05,chuckles best ive ever had
229,583.582,581.582,And that includes...,26,05,and that includes
230,585.05,583.584,Nellie Taft.,26,05,nellie taft
231,588.353,585.052,"So, Monty, shall we find
a way to continue this...",26,05,so monty shall we find a way to continue this
232,590.388,588.355,purely passionate affair?,26,05,purely passionate affair
233,592.19,590.39,"But you're a
softhearted liberal!",26,05,but youre a softhearted liberal
234,594.359,592.192,"And you're
a hard-hearted capitalist.",26,05,and youre a hardhearted capitalist
235,597.028,594.361,"Enemies by day,
lovers by night.",26,05,enemies by day lovers by night
236,599.03,597.03,Mmm... mwah!,26,05,mmm mwah
237,601.032,599.032,"Now, get out of my office.",26,05,now get out of my office
238,603.268,601.034,"As soon as I
collect my things.",26,05,as soon as i collect my things
239,605.537,603.27,"Uh, derringer, sword cane,",26,05,uh derringer sword cane
240,607.539,605.539,"derringer cane,
sword derringer.",26,05,derringer cane sword derringer
241,609.24,607.541,"All right, it's all here.",26,05,all right its all here
242,611.543,609.242,"<i>If I want to resume fracking,</i>",26,05,iif i want to resume frackingi
243,613.278,611.545,"I have to buy the
mineral rights",26,05,i have to buy the mineral rights
244,615.747,613.28,"for every single parcel of
land in Evergreen Terrace.",26,05,for every single parcel of land in evergreen terrace
245,617.782,615.749,"To win people over,
I'll need a salesman",26,05,to win people over ill need a salesman
246,621.286,617.784,"whose folksy facade masks
a deep gusher of greed.",26,05,whose folksy facade masks a deep gusher of greed
247,625.29,623.222,Hmm?,26,05,hmm
248,629.828,627.76,(chuckles),26,05,chuckles
249,633.898,631.263,"Congratulations, Simpson!
You're now my chief",26,05,congratulations simpson youre now my chief
250,636.568,633.9,"energy innovation
marketing officer.
Whoo-hoo!",26,05,energy innovation marketing officer whoohoo
251,638.603,636.57,"All you've got to do
is sell fracking",26,05,all youve got to do is sell fracking
252,640.271,638.605,to your friends and neighbors.,26,05,to your friends and neighbors
253,641.773,640.273,"Whoo-hoo?
I don't know,",26,05,whoohoo i dont know
254,644.275,641.775,"""fracking"" is one
of those scary Lisa words.",26,05,fracking is one of those scary lisa words
255,646.745,644.277,"Bah! Fracking produces
enough clean natural gas",26,05,bah fracking produces enough clean natural gas
256,649.814,646.747,"to make America independent
of sheiks, caliphs and...",26,05,to make america independent of sheiks caliphs and
257,651.249,649.816,Scandinavians.,26,05,scandinavians
258,652.917,651.251,"Not to mention,
it doesn't create",26,05,not to mention it doesnt create
259,655.754,652.919,"any of that awful
worker-mutating nuclear waste.",26,05,any of that awful workermutating nuclear waste
260,657.756,655.756,"Homer, game starts
in an hour.",26,05,homer game starts in an hour
261,659.758,657.758,"Don't forget to set
your fantasy lineup.",26,05,dont forget to set your fantasy lineup
262,660.959,659.76,"Thanks, Charlie.",26,05,thanks charlie
263,663.294,660.961,Maybe fracking isn't so bad.,26,05,maybe fracking isnt so bad
264,665.764,663.296,"Then say yes to this raise,
this promotion",26,05,then say yes to this raise this promotion
265,667.632,665.766,"and this flannel shirt,
which says:",26,05,and this flannel shirt which says
266,669.801,667.634,"""I'm not screwing you over.""",26,05,im not screwing you over
267,671.67,669.803,I'm not screwing you over.,26,05,im not screwing you over
268,674.673,671.672,"No, uh, <i>I'm</i> not
screwing you over.",26,05,no uh iimi not screwing you over
269,676.975,674.675,I'm not screwing <i>you</i> over.,26,05,im not screwing iyoui over
270,679.577,676.977,"(crying):
I'm so proud of you, Papa.",26,05,crying im so proud of you papa
271,683.114,680.78,"Some folks will tell you
that fracking's no good,",26,05,some folks will tell you that frackings no good
272,685.116,683.116,"but what they don't tell you is,",26,05,but what they dont tell you is
273,687.786,685.118,"hydraulic fracturing
creates jobs.",26,05,hydraulic fracturing creates jobs
274,689.688,687.788,"And all those new workers
are gonna want",26,05,and all those new workers are gonna want
275,693.358,689.69,"to spend their earnings buying
what you're selling-- beer.",26,05,to spend their earnings buying what youre selling beer
276,695.026,693.36,Authentic Italian food.,26,05,authentic italian food
277,697.028,695.028,Useless left-handed crap.,26,05,useless lefthanded crap
278,698.797,697.03,Magical nonsense.,26,05,magical nonsense
279,702.133,698.799,"Expensive toys for grown-ups
they don't open or play with.",26,05,expensive toys for grownups they dont open or play with
280,703.868,702.135,Pornography and nachos.,26,05,pornography and nachos
281,706.671,703.87,"High-quality
Spanish-language programming.",26,05,highquality spanishlanguage programming
282,708.973,706.673,"High-quality
methamphetamines.",26,05,highquality methamphetamines
283,712.343,708.975,"Laundry, homework, pranks,
poop, poop and poop.",26,05,laundry homework pranks poop poop and poop
284,714.846,712.345,But our water was on fire.,26,05,but our water was on fire
285,718.216,714.848,"How could you sell fracking
for Mr. Burns?",26,05,how could you sell fracking for mr burns
286,720.218,718.218,"'Cause I've never gotten
a promotion before.",26,05,cause ive never gotten a promotion before
287,722.353,720.22,"Once I thought I had,
but it turned out",26,05,once i thought i had but it turned out
288,724.556,722.355,"to be a beautifully-worded
firing,",26,05,to be a beautifullyworded firing
289,727.392,724.558,"so judge me all you want.
I <i>am</i> judging you.",26,05,so judge me all you want i iami judging you
290,729.394,727.394,"Good. Judge away.
Judge, judge,
judge, judge, judge.",26,05,good judge away judge judge judge judge judge
291,731.196,729.396,"Don't care. Don't care.
Judge, judge, judge,
judge, judge, judge.",26,05,dont care dont care judge judge judge judge judge judge
292,732.731,731.198,"Don't care. Don't care.
Judge, judge, judge.",26,05,dont care dont care judge judge judge
293,734.165,732.733,"Judge, judge.
Don't care.
Don't care.",26,05,judge judge dont care dont care
294,735.9,734.167,Pumping frack cash.,26,05,pumping frack cash
295,738.403,735.902,It's a gas cash... blast?,26,05,its a gas cash blast
296,740.872,738.405,"<i>Residents of Evergreen Terrace</i>
<i>are undecided</i>",26,05,iresidents of evergreen terracei iare undecidedi
297,744.008,740.874,"<i>whether to sell their</i>
<i>mineral rights to Mr. Burns.</i>",26,05,iwhether to sell theiri imineral rights to mr burnsi
298,748.713,744.01,"Mr. Burns is a vampire sucking
the lifeblood of this town",26,05,mr burns is a vampire sucking the lifeblood of this town
299,751.583,748.715,and lining his coffin with cash.,26,05,and lining his coffin with cash
300,755.52,751.585,"Oh, Maxine, no one insults me
in a sound bite the way you do.",26,05,oh maxine no one insults me in a sound bite the way you do
301,759.557,755.522,"Oh, Monty, you're such
a sexy little Nosferatu.",26,05,oh monty youre such a sexy little nosferatu
302,761.025,759.559,Same time tomorrow night?,26,05,same time tomorrow night
303,762.427,761.027,(chuckles),26,05,chuckles
304,763.695,762.429,I'll bring the oxygen.,26,05,ill bring the oxygen
305,765.029,763.697,"(quietly):
Better bring two tanks.",26,05,quietly better bring two tanks
306,766.03,765.031,Hmm?,26,05,hmm
307,767.365,766.032,"FRINK:
<i>And so,</i>",26,05,frink iand soi
308,769.367,767.367,"we see a clear
correlation",26,05,we see a clear correlation
309,771.736,769.369,"between industrial
hydro compounds",26,05,between industrial hydro compounds
310,773.538,771.738,"and water table
contamination",26,05,and water table contamination
311,775.273,773.54,well outside the...,26,05,well outside the
312,777.942,775.275,margin of error.,26,05,margin of error
313,781.746,779.945,"Mr. Simpson, rebuttal?",26,05,mr simpson rebuttal
314,783.214,781.748,(clears throat),26,05,clears throat
315,784.949,783.216,"Everyone who signs over
their mineral rights",26,05,everyone who signs over their mineral rights
316,787.886,784.951,"to Mr. Burns gets $5,000.",26,05,to mr burns gets 5000
317,789.587,787.888,"5,000 smackers?!",26,05,5000 smackers
318,791.956,789.589,"Money is like
a job you don't
even have to do!",26,05,money is like a job you dont even have to do
319,795.96,791.958,(dance music playing),26,05,dance music playing
320,797.395,795.962,"<i>Ay, dinero.</i>",26,05,iay dineroi
321,798.396,797.397,Signing Stu.,26,05,signing stu
322,799.798,798.398,(laughter),26,05,laughter
323,806.104,803.068,"I think my arguments were
more cogent-- bo-hyvik.",26,05,i think my arguments were more cogent bohyvik
324,807.605,806.106,What?!,26,05,what
325,810.008,807.607,Cogent-- bo-hyvik!,26,05,cogent bohyvik
326,813.578,811.243,"Mr. Burns, we did it!",26,05,mr burns we did it
327,817.081,813.58,"Everyone in the neighborhood
sold us their gas rights!",26,05,everyone in the neighborhood sold us their gas rights
328,819.317,817.083,Hmm.,26,05,hmm
329,821.586,819.319,Excellent.,26,05,excellent
330,823.822,821.588,"No, no. It's excellent.
It's excellent.",26,05,no no its excellent its excellent
331,825.657,823.824,"Uh, maybe you can
help me, Simpson.",26,05,uh maybe you can help me simpson
332,827.826,825.659,"You've had a relationship
or two in your life.",26,05,youve had a relationship or two in your life
333,830.461,827.828,"(laughing):
Well... one.",26,05,laughing well one
334,833.331,830.463,"I have embarked on a
""beneficial friendship""",26,05,i have embarked on a beneficial friendship
335,835.967,833.333,"with a woman with whom I
have nothing in common.",26,05,with a woman with whom i have nothing in common
336,838.803,835.969,"Her opinions are abhorrent
to me, but the passion.",26,05,her opinions are abhorrent to me but the passion
337,841.94,838.805,"Well, look at these racy texts
she sends me.",26,05,well look at these racy texts she sends me
338,844.409,841.942,(rhythmic clicking),26,05,rhythmic clicking
339,848.279,845.978,"Oh, baby.",26,05,oh baby
340,850.348,848.281,"How long can I sustain
this high-wire act",26,05,how long can i sustain this highwire act
341,853.117,850.35,of loathing and lust?,26,05,of loathing and lust
